Sr No,Text,Original sentiment Score,Predicted Sentiment Score,S-Precision,S-Recall,Sentiment F1 Score,S-Accuracy,Word-Sentiment Pairing,sentiment-score pairing
96,"nothing as such that takes me in deep sorrow . but there are times when i dont feel the urge to study , just a feeling of laziness. distractions also plays a major role . main sources of distraction are social media platforms . i used to get distracted quite frequently by social media but i have managed to control the urge to check any social media platform over time . i get irritated when colleges schedule a lot of assignments ( specially which include a lot of copy writing ) i also get irritated when a lot of assignments are to be submitted in a short period of time. no such pressure is felt while studying , but this pressure gets elevated during exams just because a lot is at stake . people look up to you and have expectations which adds up to the pressure . also the fact that people sometimes judge you on the basis of a your result adds to the pressure while studying. i sometimes get confused while studying due to the immense variety of learning resources that are available. if a tool is made available that lists out the top resources along with people's authentic review ,then that will be very  useful. i dont feel that i know everything , there is lot more to learn and parents and teachers ask us to study only because they care about our future. i used to hesitate to ask doubts but now i am comfortable in doing the same. yes studies are important , but the syllabus focuses more on theoretical knowledge . it tests and generates result on your ability of rote learning and mugging up chunks of data. instead practical knowledge  should be tested . syllabus must focus more on projects and hands on training.  no comparisons are made regarding studies.",distracted,"anxious,proud,distracted",0.333333333,1,0.5,0.931034483,"{'distract': 'distracted', 'i know everything': 'proud', 'hesitate': 'anxious'}","{'distracted': 100, 'proud': 60, 'anxious': 80}"
97,"problems..like family or friends related that affect me mentally ...due to this it constantly pops up in my mind when we study .
when parents contionus pressureies us to study .
phone is alot distraction in day to day life .
yayyy alot of times feels like we know it and parents pressures us to do it again.
yupp hesitate a lot ...and feel shy sometimes ...to ask questions in class.
sometimes we do a lot of hard work than also we dont success i feel sad .because we know how hard we have worked for this and then also we dont it .",anxious,anxious,1,1,1,1,{'affect me mentally': 'anxious'},{'anxious': 90}
98,no i love my life and i doesnt face any problems. i love studies and friends familes.,NIL,NIL,1,1,1,1,NIL,NIL
99,"online lectures are not good for such technical subject
",NIL,NIL,1,1,1,1,NIL,NIL
100,"no problem ðÿ‘œ
",NIL,NIL,1,1,1,1,NIL,NIL
101,"i dont really get in deep sorrow but yes i get irritated when i continuously study for whole week and i need some refreshments activities on weekend. sometimes i want a break but i dont distract very easily because i dont have any phone or netflix subscription or social media account...i am social but definitely not on social media. i feel the teenage have huge dopamine void and that's the reason they start indulging into wrong practices in this age just because of the dopamine rush in their head...gives them pleasure and happiness but it is temporary and dont last long. i dont feel any pressure while studying but yes i focus on today's goal then weekend's and month's and go on...sometimes if my goal isnt completed i just pile it up for weekend while revising the portion of whole week. my parents dont pressurise or compare me with anyone.they always advice me to do my work sincerely and work hard towards your goal. i dont hesitate asking question out there in front of class. i feel studying is a source to the wise world outside... education is not the filling of a pail, but the lighting of a fire. not the end result but working each day towards my goal is my dopamine void filler...that keeps me going.",NIL,"upset,anxious",0,0,0,0,"{'indulge': 'anxious', 'wrong': 'upset'}","{'anxious': 70, 'upset': 60}"
102,"1. nothing as such,just my laziness/sleep sometimes
2.i get irritated when i have put all my efforts in something and i come to know that i have to redo it because it was wrong
3.my skills are not upto the mark or i can do much better but i am not able to, is something that bothers me in studies
4.no
5.phone (instagram/youtube/netflix)
6.sometimes i tend to make silly mistakes and i dont know why.
7.no
8.sometimes. i prefer asking doubts individually/when i am in a small group of people
9.no
10.yes many times i compare myself to others",upset,upset,1,1,1,1,"{'bothers me': 'upset', 'compare': 'upset'}",{'upset': 75}
103,"the other activities as like as projects, assignments that are really not need able for studies specially in 10th std , are mainly making problems to focus on our board exams
",NIL,NIL,1,1,1,1,NIL,NIL
104,"fear of failure is a thing to tackle amidst studies.after a hectic college day and hw studying becomes a difficult task.pressure is automatically generated before examination period which is also good thing as it helps boost the confidence and in turn leads to more focused study tho it can be stressful at times. competition leads to comparison which is very difficult to avoid in today's world.although my parents being always supportive, never let me feel defeated or lost.they help me cope up and show me the brighter side of life!
-viraj shinde",NIL,upset,0,0,0,0,{'lose': 'upset'},{'upset': 80}
105,the thing that bothers me is that no matter how good i get there will always be lot of people ahead of me . because in country like india there is lot of competition also jobs are few,upset,upset,1,1,1,1,{'bothers me': 'upset'},{'upset': 60}
106,"fear of failure is a thing to tackle amidst studies.after a hectic college day and hw studying becomes a difficult task.pressure is automatically generated before examination period which is also good thing as it helps boost the confidence and in turn leads to more focused study tho it can be stressful at times. competition leads to comparison which is very difficult to avoid in today's world.although my parents being always supportive, never let me feel defeated or lost.they help me cope up and show me the brighter side of life!
-viraj shinde",NIL,upset,0,0,0,0,{'lose': 'upset'},{'upset': 80}
107,i feel that studies are definitely beneficial for us. but the problem is we have to study those subjects in which we have no interest at all. for example social studies and computer.i know social studies is necessary but what is the need of long answers. just mcq type questions will be enough for that. like on computer what is the need of xams..only practical exam for computer is enough.all these lead to pressure in studies. more over teachers should be trained enough to create an interest in students in studies.,NIL,NIL,1,1,1,1,NIL,NIL
108,"i am a bright student and have always been a topper. along with acing my studies, i am really good in sports and am an international level swimmer. despite these achievements i find it really tough to open up and ask doubts in front of class . 
yes, studies do irritate me at times when it becomes repetitive. i am an avid reader and my novels often distract me from studies. the lack of entertaining syllabus compels me to go back to novel reading. 
i get confused because whatever is taught is completely different from reality. i havent been taught table manners in school and college, nor have i been taught demographics which will be very important in higher studies. 
i do get compared to my friends and cousins but i am on the positive side of the comparison. still it is a pain in the neck because these friends and cousins begin distancing themselves from me. 
comparison is bad, be it on the receiving side or the giving side. ","distracted,confused,upset","confused,awful,distracted",0.666666667,0.666666667,0.666666667,0.931034483,"{'distract': 'distracted', 'confused': 'confused', 'pain': 'awful'}","{'distracted': 100, 'confused': 100, 'awful': 90}"
109,"there's no deep sorrow but i am sad that i cant sit with friends to study. when the deadline has been announced and it's a close shave. mostly cause i dont study on a regular basis. the lack of a campus environment leading to a distinctional study pattern. no pressure as all courses are relatively graded and none of us study. the comforts of a ""home"". the concepts being explained in an online lecture arent as clear as a in-person lecture and revising gets complicated. nope, there's always a lot to learn. nope, our class strength is relatively low and everyone knows each other well enough to be open about their queries. current courses dont seem very useful, but the electives i've chosen are surely very interesting. the whole concept of relative grading stems for comparison? it's a given that comparison will happen.",sad,tired,0,0,0,0.931034483,{'dont study': 'tired'},{'tired': 70}
110,"friends and the fights i have with my friends, they keep spreading rumours and talking behind my back. also the tension of future, doubting if i'll make it to the top","nervous,frustrated",nervous,1,0.5,0.666666667,0.965517241,{'tension': 'nervous'},{'nervous': 80}
